Date,Lightning_Count
2022-09-12,589638
2022-09-13,360712
2022-09-14,310401
2022-09-15,683823
2022-09-16,704031
2022-09-17,866494
2022-09-18,493103
2022-09-19,760317
2022-09-20,777975
2022-09-21,457572
2022-09-22,461318
2022-09-23,499681
2022-09-24,369281
2022-09-25,244553
2022-09-26,344157
2022-09-27,769420
2022-09-28,1150931
2022-09-29,944395
2022-09-30,526026
2022-10-01,575132
2022-10-02,312941
2022-10-03,561309
2022-10-04,1097618
2022-10-05,1007195
2022-10-06,948326
2022-10-07,868095
2022-10-08,1075767
2022-10-09,754691
2022-10-10,655243
2022-10-11,441484
2022-10-12,443425
2022-10-13,509878
2022-10-14,507039
2022-10-15,483404
2022-10-16,1062830
2022-10-17,1108595
2022-10-18,1539800
2022-10-19,1597701
2022-10-20,1879594
2022-10-21,1368073
2022-10-22,1140750
2022-10-23,860463
2022-10-24,1928899
2022-10-25,1356177
2022-10-26,1631940
2022-10-27,1586455
2022-10-28,1806171
2022-10-29,1485736
2022-10-30,970726
2022-10-31,1187238
2022-11-01,1406276
2022-11-02,1406760
2022-11-03,1075312
2022-11-04,813902
2022-11-05,1079880
2022-11-06,1194828
2022-11-07,1810776
2022-11-08,1079714
2022-11-09,1395209
2022-11-10,1831248
2022-11-11,1953547
2022-11-12,2260267
2022-11-13,2226088
2022-11-14,1189153
2022-11-15,1190478
2022-11-16,1142574
2022-11-17,1157946
2022-11-18,795995
2022-11-19,1363539
2022-11-20,1945782
2022-11-21,1337681
2022-11-22,952060
2022-11-23,963377
2022-11-24,1323978
2022-11-25,1275242
2022-11-26,1396179
2022-11-27,1719032
2022-11-28,1417743
2022-11-29,855259
2022-11-30,752639
2022-12-01,887590
2022-12-02,43814
2022-12-03,0
2022-12-04,0
2022-12-05,0
2022-12-06,0
2022-12-07,0
2022-12-08,0
2022-12-09,0
2022-12-10,0
2022-12-11,0
2022-12-12,0
2022-12-13,0
2022-12-14,0
2022-12-15,0
2022-12-16,0
2022-12-17,0
2022-12-18,0
2022-12-19,0
2022-12-20,0
2022-12-21,0
2022-12-22,0
2022-12-23,0
2022-12-24,0
2022-12-25,0
2022-12-26,0
2022-12-27,0
2022-12-28,0
2022-12-29,0
2022-12-30,0
2022-12-31,0
