Date,Lightning_Count
2020-07-11,119985
2020-07-12,139454
2020-07-13,101701
2020-07-14,41621
2020-07-15,43341
2020-07-16,35892
2020-07-17,108884
2020-07-18,47896
2020-07-19,13577
2020-07-20,19129
2020-07-21,25296
2020-07-22,47216
2020-07-23,53438
2020-07-24,82998
2020-07-25,111289
2020-07-26,42633
2020-07-27,14228
2020-07-28,15839
2020-07-29,32050
2020-07-30,28185
2020-07-31,31196
2020-08-01,7413
2020-08-02,14739
2020-08-03,66811
2020-08-04,143997
2020-08-05,126757
2020-08-06,166001
2020-08-07,84542
2020-08-08,57192
2020-08-09,78117
2020-08-10,43847
2020-08-11,37192
2020-08-12,239783
2020-08-13,95468
2020-08-14,91179
2020-08-15,195399
2020-08-16,85751
2020-08-17,19164
2020-08-18,73753
2020-08-19,227971
2020-08-20,19457
2020-08-21,102780
2020-08-22,230124
2020-08-23,107791
2020-08-24,54736
2020-08-25,35632
2020-08-26,71321
2020-08-27,79231
2020-08-28,184947
2020-08-29,25525
2020-08-30,47729
2020-08-31,145386
2020-09-01,105148
2020-09-02,91981
2020-09-03,266169
2020-09-04,183297
2020-09-05,159987
2020-09-06,99031
2020-09-07,34022
2020-09-08,36534
2020-09-09,112479
2020-09-10,54242
2020-09-11,50365
2020-09-12,47835
2020-09-13,63666
2020-09-14,31463
2020-09-15,24581
2020-09-16,77650
2020-09-17,95337
2020-09-18,773927
2020-09-19,617531
2020-09-20,355007
2020-09-21,1127157
2020-09-22,420269
2020-09-23,199684
2020-09-24,192174
2020-09-25,684130
2020-09-26,132903
2020-09-27,137302
2020-09-28,158748
2020-09-29,127499
2020-09-30,244791
2020-10-01,248678
2020-10-02,55995
2020-10-03,75855
2020-10-04,36660
2020-10-05,78146
2020-10-06,70302
2020-10-07,84345
2020-10-08,133893
2020-10-09,221999
2020-10-10,100754
2020-10-11,367544
2020-10-12,389365
2020-10-13,284818
2020-10-14,148701
2020-10-15,170816
2020-10-16,164726
2020-10-17,181164
2020-10-18,518097
2020-10-19,198664
2020-10-20,297675
2020-10-21,978329
2020-10-22,880369
2020-10-23,1539527
2020-10-24,1356366
2020-10-25,979259
2020-10-26,796466
2020-10-27,707731
2020-10-28,1247493
2020-10-29,982336
2020-10-30,1376511
2020-10-31,1586528
2020-11-01,1088819
2020-11-02,713404
2020-11-03,225275
2020-11-04,197707
2020-11-05,926320
2020-11-06,503279
2020-11-07,557189
2020-11-08,736209
2020-11-09,502266
2020-11-10,831714
2020-11-11,1327864
2020-11-12,1206764
2020-11-13,1768337
2020-11-14,1015694
2020-11-15,1124288
2020-11-16,1006823
2020-11-17,690233
2020-11-18,394015
2020-11-19,588065
2020-11-20,996507
2020-11-21,807684
2020-11-22,988341
2020-11-23,718438
2020-11-24,1150408
2020-11-25,1204606
2020-11-26,903611
2020-11-27,827940
2020-11-28,1076325
2020-11-29,426922
2020-11-30,555950
2020-12-01,1088943
2020-12-02,1468212
2020-12-03,1234756
2020-12-04,974270
2020-12-05,1126859
2020-12-06,633135
2020-12-07,1531391
2020-12-08,1335300
2020-12-09,1361138
2020-12-10,1119875
2020-12-11,663717
2020-12-12,444775
2020-12-13,731751
2020-12-14,540852
2020-12-15,683107
2020-12-16,1333838
2020-12-17,1815488
2020-12-18,1824687
2020-12-19,1244613
2020-12-20,1260714
2020-12-21,591948
2020-12-22,365608
2020-12-23,517295
2020-12-24,1065195
2020-12-25,398127
2020-12-26,1274505
2020-12-27,1551998
2020-12-28,1572123
2020-12-29,729380
2020-12-30,516502
2020-12-31,955637
