IC,CG,Total,IC_amp,CG_amp,Total_amp,IC_abs_amp,CG_abs_amp,Total_abs_amp
14.0,0.0,14.0,-6.796,0.0,-6.796,61.024,0.0,61.024
15.0,1.0,16.0,47.366,-8.347,39.019,64.64,8.347,72.987
4.0,0.0,4.0,20.156,0.0,20.156,20.156,0.0,20.156
3.0,1.0,4.0,6.116,17.586,23.702,6.116,17.586,23.702
3.0,0.0,3.0,11.515,0.0,11.515,16.537,0.0,16.537
11.0,0.0,11.0,21.179,0.0,21.179,43.993,0.0,43.993
8.0,0.0,8.0,27.058,0.0,27.058,48.27,0.0,48.27
4.0,0.0,4.0,15.382,0.0,15.382,15.382,0.0,15.382
20.0,0.0,20.0,77.905,0.0,77.905,92.467,0.0,92.467
10.0,0.0,10.0,21.201,0.0,21.201,31.869,0.0,31.869
6.0,0.0,6.0,42.38,0.0,42.38,42.38,0.0,42.38
5.0,0.0,5.0,16.309,0.0,16.309,23.347,0.0,23.347
3.0,0.0,3.0,5.306,0.0,5.306,15.438,0.0,15.438
9.0,0.0,9.0,15.171,0.0,15.171,33.053,0.0,33.053
2.0,0.0,2.0,-1.055,0.0,-1.055,4.871,0.0,4.871
5.0,0.0,5.0,20.09,0.0,20.09,26.184,0.0,26.184
4.0,0.0,4.0,0.274,0.0,0.274,12.318,0.0,12.318
1.0,0.0,1.0,4.171,0.0,4.171,4.171,0.0,4.171
3.0,0.0,3.0,10.399,0.0,10.399,10.399,0.0,10.399
1.0,0.0,1.0,2.26,0.0,2.26,2.26,0.0,2.26
7.0,0.0,7.0,31.663,0.0,31.663,31.663,0.0,31.663
8.0,0.0,8.0,38.786,0.0,38.786,38.786,0.0,38.786
1.0,0.0,1.0,2.107,0.0,2.107,2.107,0.0,2.107
2.0,0.0,2.0,18.604,0.0,18.604,18.604,0.0,18.604
6.0,1.0,7.0,15.974,33.158,49.132,29.69,33.158,62.848
9.0,0.0,9.0,22.62,0.0,22.62,22.62,0.0,22.62
2.0,0.0,2.0,6.449,0.0,6.449,6.449,0.0,6.449
1.0,0.0,1.0,4.046,0.0,4.046,4.046,0.0,4.046
4.0,0.0,4.0,8.511,0.0,8.511,13.129,0.0,13.129
2.0,1.0,3.0,7.488,-17.389,-9.901,7.488,17.389,24.877
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.0,0.0,2.0,3.926,0.0,3.926,6.956,0.0,6.956
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.0,0.0,2.0,3.427,0.0,3.427,3.427,0.0,3.427
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.0,1.0,4.0,6.834,23.102,29.936,12.044,23.102,35.146
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.0,0.0,3.0,17.051,0.0,17.051,17.051,0.0,17.051
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.0,3.0,5.0,-9.96,-94.95,-104.91,9.96,94.95,104.91
3.0,0.0,3.0,6.035,0.0,6.035,11.215,0.0,11.215
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.0,0.0,2.0,14.677,0.0,14.677,14.677,0.0,14.677
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.0,0.0,2.0,12.822,0.0,12.822,12.822,0.0,12.822
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,1.0,4.06,0.0,4.06,4.06,0.0,4.06
2.0,0.0,2.0,9.661,0.0,9.661,9.661,0.0,9.661
1.0,0.0,1.0,5.883,0.0,5.883,5.883,0.0,5.883
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,1.0,3.094,0.0,3.094,3.094,0.0,3.094
2.0,0.0,2.0,0.159,0.0,0.159,8.629,0.0,8.629
2.0,1.0,3.0,8.365,-8.914,-0.549,8.365,8.914,17.279
3.0,0.0,3.0,5.831,0.0,5.831,10.561,0.0,10.561
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4.0,0.0,4.0,15.465,0.0,15.465,15.465,0.0,15.465
2.0,0.0,2.0,-1.995,0.0,-1.995,6.495,0.0,6.495
5.0,2.0,7.0,36.952,-22.284,14.668,36.952,22.284,59.236
3.0,0.0,3.0,-2.505,0.0,-2.505,14.157,0.0,14.157
5.0,0.0,5.0,25.644,0.0,25.644,25.644,0.0,25.644
5.0,1.0,6.0,-26.732,-11.761,-38.493,33.666,11.761,45.427
3.0,0.0,3.0,7.581,0.0,7.581,7.581,0.0,7.581
3.0,0.0,3.0,22.13,0.0,22.13,26.9,0.0,26.9
3.0,0.0,3.0,26.074,0.0,26.074,26.074,0.0,26.074
1.0,0.0,1.0,3.4,0.0,3.4,3.4,0.0,3.4
5.0,0.0,5.0,16.608,0.0,16.608,16.608,0.0,16.608
2.0,0.0,2.0,4.526,0.0,4.526,8.554,0.0,8.554
4.0,0.0,4.0,4.983,0.0,4.983,14.889,0.0,14.889
12.0,3.0,15.0,22.102,-40.852,-18.75,80.108,40.852,120.96
5.0,0.0,5.0,27.241,0.0,27.241,27.241,0.0,27.241
2.0,0.0,2.0,0.202,0.0,0.202,5.842,0.0,5.842
3.0,0.0,3.0,9.706,0.0,9.706,9.706,0.0,9.706
4.0,0.0,4.0,21.936,0.0,21.936,21.936,0.0,21.936
2.0,0.0,2.0,13.741,0.0,13.741,13.741,0.0,13.741
1.0,0.0,1.0,-3.059,0.0,-3.059,3.059,0.0,3.059
6.0,0.0,6.0,11.938,0.0,11.938,27.55,0.0,27.55
2.0,0.0,2.0,7.146,0.0,7.146,7.146,0.0,7.146
4.0,0.0,4.0,10.625,0.0,10.625,24.455,0.0,24.455
8.0,1.0,9.0,-26.7,-4.859,-31.559,53.476,4.859,58.335
4.0,4.0,8.0,1.395,-60.965,-59.57,16.153,60.965,77.118
3.0,0.0,3.0,1.586,0.0,1.586,19.622,0.0,19.622
5.0,0.0,5.0,31.926,0.0,31.926,31.926,0.0,31.926
2.0,0.0,2.0,7.914,0.0,7.914,7.914,0.0,7.914
8.0,0.0,8.0,21.933,0.0,21.933,41.329,0.0,41.329
6.0,0.0,6.0,15.412,0.0,15.412,45.292,0.0,45.292
1.0,0.0,1.0,4.682,0.0,4.682,4.682,0.0,4.682
1.0,0.0,1.0,4.682,0.0,4.682,4.682,0.0,4.682
1.0,0.0,1.0,8.348,0.0,8.348,8.348,0.0,8.348
2.0,0.0,2.0,20.209,0.0,20.209,20.209,0.0,20.209
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.0,0.0,3.0,-21.34,0.0,-21.34,30.302,0.0,30.302
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.0,0.0,2.0,22.837,0.0,22.837,22.837,0.0,22.837
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.0,0.0,3.0,13.241,0.0,13.241,13.241,0.0,13.241
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5.0,2.0,7.0,-6.521,-75.356,-81.877,40.067,75.356,115.423
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.0,0.0,3.0,2.206,0.0,2.206,9.012,0.0,9.012
6.0,2.0,8.0,0.896,-10.71,-9.814,28.524,10.71,39.234
1.0,1.0,2.0,3.218,-6.726,-3.508,3.218,6.726,9.944
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4.0,1.0,5.0,24.707,-4.571,20.136,29.775,4.571,34.346
1.0,0.0,1.0,3.26,0.0,3.26,3.26,0.0,3.26
3.0,0.0,3.0,9.079,0.0,9.079,9.079,0.0,9.079
1.0,0.0,1.0,8.198,0.0,8.198,8.198,0.0,8.198
2.0,0.0,2.0,-5.832,0.0,-5.832,5.832,0.0,5.832
3.0,0.0,3.0,-3.508,0.0,-3.508,23.314,0.0,23.314
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.0,0.0,2.0,4.686,0.0,4.686,10.634,0.0,10.634
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4.0,2.0,6.0,-5.344,-18.481,-23.825,24.714,18.481,43.195
1.0,0.0,1.0,-2.209,0.0,-2.209,2.209,0.0,2.209
1.0,0.0,1.0,5.845,0.0,5.845,5.845,0.0,5.845
7.0,3.0,10.0,29.125,-26.37,2.755,35.039,26.37,61.409
4.0,0.0,4.0,7.946,0.0,7.946,31.264,0.0,31.264
2.0,0.0,2.0,-0.039,0.0,-0.039,5.897,0.0,5.897
10.0,0.0,10.0,-3.898,0.0,-3.898,38.716,0.0,38.716
2.0,0.0,2.0,8.08,0.0,8.08,8.08,0.0,8.08
4.0,0.0,4.0,15.065,0.0,15.065,24.837,0.0,24.837
3.0,2.0,5.0,-12.551,-14.597,-27.148,18.855,14.597,33.452
2.0,0.0,2.0,3.233,0.0,3.233,6.969,0.0,6.969
1.0,1.0,2.0,1.818,-11.741,-9.923,1.818,11.741,13.559
2.0,3.0,5.0,-11.757,-77.719,-89.476,11.757,77.719,89.476
5.0,3.0,8.0,19.094,-60.511,-41.417,26.2,60.511,86.711
8.0,0.0,8.0,14.365,0.0,14.365,40.345,0.0,40.345
5.0,1.0,6.0,9.053,-13.362,-4.309,22.145,13.362,35.507
2.0,0.0,2.0,2.268,0.0,2.268,7.622,0.0,7.622
7.0,2.0,9.0,30.127,-14.326,15.801,30.127,14.326,44.453
6.0,0.0,6.0,23.752,0.0,23.752,29.928,0.0,29.928
1.0,0.0,1.0,4.992,0.0,4.992,4.992,0.0,4.992
2.0,0.0,2.0,10.863,0.0,10.863,15.801,0.0,15.801
2.0,3.0,5.0,-10.396,-45.0,-55.396,19.93,45.0,64.93
5.0,0.0,5.0,18.173,0.0,18.173,25.149,0.0,25.149
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7.0,0.0,7.0,1.642,0.0,1.642,36.554,0.0,36.554
1.0,1.0,2.0,-3.576,16.283,12.707,3.576,16.283,19.859
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,1.0,-5.249,0.0,-5.249,5.249,0.0,5.249
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.0,0.0,2.0,7.253,0.0,7.253,7.253,0.0,7.253
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.0,0.0,2.0,-5.447,0.0,-5.447,13.283,0.0,13.283
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,1.0,10.219,0.0,10.219,10.219,0.0,10.219
1.0,0.0,1.0,3.194,0.0,3.194,3.194,0.0,3.194
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.0,0.0,2.0,7.621,0.0,7.621,7.621,0.0,7.621
3.0,1.0,4.0,-10.065,21.052,10.987,10.065,21.052,31.117
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,1.0,2.0,4.356,-10.186,-5.83,4.356,10.186,14.542
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4.0,1.0,5.0,21.281,-13.415,7.866,21.281,13.415,34.696
1.0,0.0,1.0,4.927,0.0,4.927,4.927,0.0,4.927
7.0,0.0,7.0,24.903,0.0,24.903,49.797,0.0,49.797
1.0,0.0,1.0,5.181,0.0,5.181,5.181,0.0,5.181
1.0,0.0,1.0,12.046,0.0,12.046,12.046,0.0,12.046
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,1.0,3.405,0.0,3.405,3.405,0.0,3.405
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,1.0,-5.81,0.0,-5.81,5.81,0.0,5.81
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.0,0.0,3.0,8.02,0.0,8.02,13.592,0.0,13.592
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.0,0.0,3.0,-0.097,0.0,-0.097,14.323,0.0,14.323
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.0,0.0,2.0,1.344,0.0,1.344,7.062,0.0,7.062
2.0,0.0,2.0,9.703,0.0,9.703,9.703,0.0,9.703
2.0,0.0,2.0,13.578,0.0,13.578,13.578,0.0,13.578
7.0,2.0,9.0,3.908,-19.059,-15.151,27.64,19.059,46.699
2.0,0.0,2.0,14.26,0.0,14.26,14.26,0.0,14.26
2.0,0.0,2.0,33.189,0.0,33.189,33.189,0.0,33.189
4.0,0.0,4.0,10.127,0.0,10.127,25.661,0.0,25.661
3.0,0.0,3.0,-7.531,0.0,-7.531,13.253,0.0,13.253
5.0,0.0,5.0,45.885,0.0,45.885,45.885,0.0,45.885
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.0,0.0,2.0,8.204,0.0,8.204,8.204,0.0,8.204
1.0,0.0,1.0,3.126,0.0,3.126,3.126,0.0,3.126
6.0,1.0,7.0,14.761,-34.922,-20.161,22.761,34.922,57.683
3.0,2.0,5.0,7.194,-33.359,-26.165,12.278,33.359,45.637
2.0,0.0,2.0,7.798,0.0,7.798,7.798,0.0,7.798
1.0,0.0,1.0,7.362,0.0,7.362,7.362,0.0,7.362
2.0,3.0,5.0,0.706,-54.908,-54.202,4.602,54.908,59.51
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,1.0,8.037,0.0,8.037,8.037,0.0,8.037
2.0,0.0,2.0,-1.383,0.0,-1.383,9.649,0.0,9.649
1.0,0.0,1.0,-7.646,0.0,-7.646,7.646,0.0,7.646
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5.0,0.0,5.0,27.738,0.0,27.738,48.512,0.0,48.512
1.0,0.0,1.0,8.317,0.0,8.317,8.317,0.0,8.317
4.0,0.0,4.0,-21.199,0.0,-21.199,33.227,0.0,33.227
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4.0,0.0,4.0,40.896,0.0,40.896,40.896,0.0,40.896
2.0,0.0,2.0,-2.646,0.0,-2.646,9.62,0.0,9.62
2.0,0.0,2.0,24.026,0.0,24.026,24.026,0.0,24.026
1.0,0.0,1.0,20.841,0.0,20.841,20.841,0.0,20.841
3.0,0.0,3.0,22.561,0.0,22.561,33.039,0.0,33.039
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.0,0.0,2.0,7.98,0.0,7.98,7.98,0.0,7.98
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.0,0.0,2.0,9.548,0.0,9.548,9.548,0.0,9.548
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,1.0,2.0,-16.916,-24.528,-41.444,16.916,24.528,41.444
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.0,0.0,2.0,14.867,0.0,14.867,14.867,0.0,14.867
2.0,0.0,2.0,10.132,0.0,10.132,10.132,0.0,10.132
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.0,0.0,2.0,6.972,0.0,6.972,6.972,0.0,6.972
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,1.0,2.917,0.0,2.917,2.917,0.0,2.917
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,1.0,10.557,0.0,10.557,10.557,0.0,10.557
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,1.0,7.638,0.0,7.638,7.638,0.0,7.638
1.0,0.0,1.0,7.638,0.0,7.638,7.638,0.0,7.638
1.0,0.0,1.0,3.673,0.0,3.673,3.673,0.0,3.673
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
